W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,0,0,BW,0,0,0,BW,0,BW,0,0,0,0,0,BW,0,0,W
W,0,W,C2,W,0,W,0,W,C2,W,0,W,0,W,BW,W,0,W
W,BW,BW,0,0,BW,0,0,BW,0,0,0,BW,0,0,BW,BW,BW,W
W,0,W,0,W,BW,W,0,W,0,W,0,W,BW,W,0,W,0,W
W,0,BW,0,0,BW,BW,0,0,0,0,BW,0,0,0,0,0,0,W
W,BW,W,BW,W,BW,W,BW,W,0,W,0,W,BW,W,0,W,BW,W
W,BW,BW,0,0,BW,0,0,0,BW,BW,0,0,BW,0,0,BW,BW,W
W,BW,W,0,W,0,W,BW,W,0,W,0,W,BW,W,0,W,BW,W
W,BW,BW,BW,0,0,BW,BW,BW,0,0,0,BW,0,0,BW,0,0,W
W,0,W,0,W,0,W,0,W,0,W,0,W,BW,W,BW,W,0,W
W,BW,C3,0,0,0,0,0,0,BW,0,C1,0,BW,0,0,BW,BW,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
