W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,0,0,0,0,BW,0,0,0,BW,0,C3,0,0,BW,0,0,0,W
W,0,W,BW,W,BW,W,BW,W,BW,W,BW,W,BW,W,BW,W,0,W
W,0,BW,IW,IW,IW,IW,IW,IW,IW,IW,IW,IW,IW,IW,IW,BW,0,W
W,0,W,IW,W,BW,W,BW,W,BW,W,BW,W,BW,W,IW,W,0,W
W,BW,BW,IW,BW,BW,BW,BW,BW,BW,BW,BW,BW,BW,BW,IW,BW,BW,W
W,0,W,IW,W,BW,W,BW,W,BW,W,BW,W,BW,W,IW,W,0,W
W,C2,BW,IW,BW,BW,BW,BW,BW,BW,BW,BW,BW,BW,BW,0,IW,0,W
W,0,W,IW,W,BW,W,BW,W,BW,W,BW,W,BW,W,0,W,0,W
W,0,BW,IW,IW,IW,IW,IW,IW,IW,IW,IW,IW,IW,IW,0,BW,0,W
W,BW,W,BW,W,BW,W,BW,W,BW,W,BW,W,BW,W,BW,W,0,W
W,0,0,C3,0,BW,0,0,0,BW,0,BW,0,0,BW,BW,BW,C1,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
