W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,0,0,0,0,0,0,0,BW,BW,0,D2,0,0,0,BW,0,0,W
W,0,W,BW,W,0,W,BW,W,0,W,0,W,0,W,BW,W,0,W
W,BW,0,BW,0,D1,0,0,0,BW,BW,0,0,0,BW,BW,BW,0,W
W,0,W,BW,W,0,W,BW,W,0,W,BW,W,0,W,0,W,BW,W
W,0,0,C3,0,BW,BW,BW,0,0,BW,0,0,0,BW,C1,0,0,W
W,BW,W,0,W,0,W,0,W,0,W,0,W,0,W,0,W,BW,W
W,0,0,0,BW,BW,0,0,0,BW,0,BW,0,0,0,BW,0,0,W
W,BW,W,BW,W,BW,W,0,W,0,W,0,W,B1,W,0,W,0,W
W,0,0,BW,0,BW,0,0,BW,BW,0,BW,0,0,0,0,BW,0,W
W,BW,W,0,W,0,W,0,W,BW,W,0,W,0,W,0,W,0,W
W,0,0,0,0,0,0,0,0,W,0,0,0,D3,BW,BW,0,0,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
