W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,0,0,BW,0,BW,0,BW,0,0,0,0,BW,BW,BW,BW,0,0,W
W,0,W,BW,W,BW,W,BW,W,0,W,B2,W,0,W,BW,W,0,W
W,0,0,BW,0,BW,D3,0,0,0,B4,0,W,BW,BW,BW,0,BW,W
W,0,W,BW,W,BW,W,BW,W,0,W,0,W,0,W,0,W,0,W
W,BW,BW,BW,0,BW,0,BW,0,BW,BW,BW,W,0,0,B2,0,B2,W
W,0,W,0,W,BW,W,BW,W,0,W,BW,W,0,W,0,W,0,W
W,BW,BW,BW,BW,BW,0,BW,0,0,0,BW,0,BW,BW,BW,0,BW,W
W,0,W,0,W,0,W,BW,W,B2,W,BW,W,0,W,0,W,0,W
W,0,0,B3,0,0,0,BW,0,0,0,BW,0,BW,BW,0,0,0,W
W,0,W,0,W,0,W,BW,W,0,W,BW,W,BW,W,0,W,0,W
W,BW,BW,BW,BW,BW,BW,BW,0,0,BW,0,0,BW,0,0,0,0,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
