W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,0,0,0,BW,0,0,BW,BW,BW,0,0,E3,0,0,0,0,0,W
W,0,W,0,W,0,W,BW,W,0,W,0,W,0,W,0,W,0,W
W,0,BW,BW,BW,BW,0,0,BW,BW,0,E3,0,0,0,0,0,BW,W
W,0,W,0,W,BW,W,0,W,0,W,0,W,BW,W,0,W,BW,W
W,0,0,0,BW,BW,0,BW,0,BW,0,BW,BW,BW,0,0,0,0,W
W,BW,W,0,W,BW,W,BW,W,BW,W,BW,W,BW,W,0,W,E2,W
W,0,0,BW,0,BW,0,BW,0,0,0,BW,0,BW,BW,BW,0,0,W
W,0,W,BW,W,0,W,BW,W,BW,W,0,W,0,W,BW,W,BW,W
W,0,0,E4,0,0,0,0,0,0,BW,BW,0,E1,0,BW,0,BW,W
W,0,W,0,W,0,W,0,W,0,W,0,W,0,W,BW,W,0,W
W,BW,BW,BW,BW,BW,BW,0,BW,0,BW,BW,0,0,0,BW,0,0,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
