W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,0,BW,0,0,0,0,0,BW,IW,0,A3,0,0,BW,0,0,0,W
W,0,W,IW,W,0,W,0,W,IW,W,0,W,0,W,0,W,B2,W
W,0,BW,BW,IW,D1,0,0,BW,IW,0,BW,BW,BW,BW,BW,0,0,W
W,0,W,IW,W,0,W,E2,W,IW,W,BW,W,BW,W,0,W,0,W
W,0,BW,BW,0,0,0,0,BW,IW,0,BW,BW,BW,0,0,BW,BW,W
W,0,W,IW,W,IW,W,0,W,BW,W,IW,W,0,W,0,W,0,W
W,0,0,0,0,0,IW,BW,0,0,0,BW,IW,0,BW,0,BW,0,W
W,0,W,0,W,IW,W,0,W,IW,W,BW,W,E2,W,BW,W,0,W
W,BW,BW,C2,0,0,BW,BW,BW,IW,0,BW,BW,0,0,BW,0,0,W
W,BW,W,0,W,BW,W,0,W,0,W,0,W,0,W,BW,W,0,W
W,BW,BW,0,0,0,0,0,BW,IW,0,BW,BW,BW,0,BW,0,0,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
